,superkingdom,phylum,clade,class,order,family,genus,species,strain,taxon
Firmicutes_Tenericutes_3480,Bacteria,Firmicutes,Terrabacteria group,Clostridia,Clostridiales,,,,,Clostridiales
Firmicutes_Tenericutes_3481,Bacteria,Firmicutes,Terrabacteria group,Clostridia,Clostridiales,Hungateiclostridiaceae,Pseudoclostridium,Pseudoclostridium thermosuccinogenes,,Pseudoclostridium thermosuccinogenes
Firmicutes_Tenericutes_3494,Bacteria,Firmicutes,Terrabacteria group,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,Ruminococcus bicirculans,,Ruminococcus bicirculans
Firmicutes_Tenericutes_3495,Bacteria,Firmicutes,Terrabacteria group,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,,,Ruminococcus
Firmicutes_Tenericutes_3501,Bacteria,Firmicutes,Terrabacteria group,Clostridia,Clostridiales,Ruminococcaceae,,,,Ruminococcaceae
Firmicutes_Tenericutes_3512,Bacteria,Firmicutes,Terrabacteria group,Clostridia,Clostridiales,Ruminococcaceae,Ruthenibacterium,Ruthenibacterium lactatiformans,,Ruthenibacterium lactatiformans
Firmicutes_Tenericutes_3515,Bacteria,Firmicutes,Terrabacteria group,Clostridia,Clostridiales,Ruminococcaceae,,,,Ruminococcaceae
Firmicutes_Tenericutes_3519,Bacteria,Firmicutes,Terrabacteria group,Clostridia,Clostridiales,Oscillospiraceae,,,,Oscillospiraceae
Firmicutes_Tenericutes_3523,Bacteria,Firmicutes,Terrabacteria group,Clostridia,Clostridiales,Ruminococcaceae,Flavonifractor,Flavonifractor plautii,,Flavonifractor plautii
Firmicutes_Tenericutes_3524,Bacteria,Firmicutes,Terrabacteria group,Clostridia,Clostridiales,,Intestinimonas,Intestinimonas butyriciproducens,,Intestinimonas butyriciproducens
Firmicutes_Tenericutes_3526,Bacteria,Firmicutes,Terrabacteria group,Clostridia,Clostridiales,,Flintibacter,Flintibacter sp. KGMB00164,,Flintibacter sp. KGMB00164
Firmicutes_Tenericutes_3533,Bacteria,Firmicutes,Terrabacteria group,Clostridia,Clostridiales,Eubacteriaceae,Acetobacterium,Acetobacterium woodii,Acetobacterium woodii DSM 1030,Acetobacterium woodii DSM 1030
Firmicutes_Tenericutes_3717,Bacteria,Firmicutes,Terrabacteria group,Clostridia,Clostridiales,Clostridiaceae,,,,Clostridiaceae
Firmicutes_Tenericutes_3793,Bacteria,Firmicutes,Terrabacteria group,Clostridia,Clostridiales,Peptostreptococcaceae,Filifactor,Filifactor alocis,Filifactor alocis ATCC 35896,Filifactor alocis ATCC 35896
Firmicutes_Tenericutes_3808,Bacteria,Firmicutes,Terrabacteria group,,,,,,,Terrabacteria group
Firmicutes_Tenericutes_3932,Bacteria,Firmicutes,Terrabacteria group,Clostridia,Clostridiales,Peptococcaceae,Thermoanaerosceptrum,Thermoanaerosceptrum fracticalcis,,Thermoanaerosceptrum fracticalcis
Firmicutes_Tenericutes_490,Bacteria,Firmicutes,Terrabacteria group,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Faecalibaculum,Faecalibaculum rodentium,,Faecalibaculum rodentium
Firmicutes_Tenericutes_707,Bacteria,Tenericutes,Terrabacteria group,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,,,Mycoplasma
Proteobacteria_1938,Bacteria,Proteobacteria,,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Azotobacter,Azotobacter chroococcum,Azotobacter chroococcum NCIMB 8003,Azotobacter chroococcum NCIMB 8003
Proteobacteria_2458,Bacteria,Proteobacteria,,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas putida,,Pseudomonas putida
Proteobacteria_2533,Bacteria,Proteobacteria,,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas stutzeri,,Pseudomonas stutzeri
Proteobacteria_2598,Bacteria,Proteobacteria,,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Entomomonas,Entomomonas moraniae,,Entomomonas moraniae
Proteobacteria_3074,Bacteria,Proteobacteria,,Betaproteobacteria,Burkholderiales,Sutterellaceae,Sutterella,,,Sutterella
Proteobacteria_3958,Bacteria,Proteobacteria,,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Beggiatoa,Beggiatoa leptomitoformis,,Beggiatoa leptomitoformis
Proteobacteria_4957,Bacteria,Proteobacteria,,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Poseidonibacter,Poseidonibacter lekithochrous,,Poseidonibacter lekithochrous
Proteobacteria_5005,Bacteria,Proteobacteria,,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,,,Desulfovibrio
Proteobacteria_5016,Bacteria,Proteobacteria,,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Candidatus Desulfovibrio trichonymphae,,Candidatus Desulfovibrio trichonymphae
Proteobacteria_5218,Bacteria,Proteobacteria,,Alphaproteobacteria,Pelagibacterales,,,,,Pelagibacterales
Proteobacteria_5272,Bacteria,Proteobacteria,,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Lentilitoribacter,Lentilitoribacter sp. Alg239-R112,,Lentilitoribacter sp. Alg239-R112
Proteobacteria_6966,Bacteria,Proteobacteria,,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Colwellia,Colwellia sp. 20A7,,Colwellia sp. 20A7
Proteobacteria_9441,Bacteria,Proteobacteria,,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella oxytoca,,Klebsiella oxytoca
Spirochaetes_77,Bacteria,Spirochaetes,,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,,,Treponema
Actinobacteria_179,Bacteria,Actinobacteria,Terrabacteria group,Nitriliruptoria,Egicoccales,Egicoccaceae,Egicoccus,Egicoccus halophilus,,Egicoccus halophilus
Bacteroidetes_1028,Bacteria,Bacteroidetes,FCB group,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,,Flavobacteriaceae
Bacteroidetes_1062,Bacteria,Bacteroidetes,FCB group,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,,Flavobacteriaceae
Bacteroidetes_1122,Bacteria,Bacteroidetes,FCB group,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Tenacibaculum,,,Tenacibaculum
Bacteroidetes_1140,Bacteria,Bacteroidetes,FCB group,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Urechidicola,Urechidicola croceus,,Urechidicola croceus
Bacteroidetes_1147,Bacteria,Bacteroidetes,FCB group,Flavobacteriia,Flavobacteriales,,,,,Flavobacteriales
Bacteroidetes_1148,Bacteria,Bacteroidetes,FCB group,Flavobacteriia,Flavobacteriales,,,,,Flavobacteriales
Bacteroidetes_119,Bacteria,Bacteroidetes,FCB group,Cytophagia,Cytophagales,Amoebophilaceae,,,,Amoebophilaceae
Bacteroidetes_225,Bacteria,Bacteroidetes,FCB group,Saprospiria,Saprospirales,,,,,Saprospirales
Bacteroidetes_970,Bacteria,Bacteroidetes,FCB group,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Aquimarina,,,Aquimarina
Bacteroidetes_987,Bacteria,Bacteroidetes,FCB group,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Winogradskyella,,,Winogradskyella
Cyanobacteria_123,Bacteria,Cyanobacteria,Cyanobacteria/Melainabacteria group,,Oscillatoriales,Oscillatoriaceae,Oscillatoria,Oscillatoria acuminata,Oscillatoria acuminata PCC 6304,Oscillatoria acuminata PCC 6304
Planctomycetes_37,Bacteria,Planctomycetes,PVC group,Candidatus Brocadiae,Candidatus Brocadiales,Candidatus Brocadiaceae,Candidatus Kuenenia,Candidatus Kuenenia stuttgartiensis,,Candidatus Kuenenia stuttgartiensis
Proteobacteria_1514,Bacteria,Proteobacteria,,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,Shewanella livingstonensis,,Shewanella livingstonensis
Proteobacteria_1516,Bacteria,Proteobacteria,,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,Shewanella frigidimarina,Shewanella frigidimarina NCIMB 400,Shewanella frigidimarina NCIMB 400
Proteobacteria_1572,Bacteria,Proteobacteria,,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Agarilytica,Agarilytica rhodophyticola,,Agarilytica rhodophyticola
Proteobacteria_1580,Bacteria,Proteobacteria,,Gammaproteobacteria,Cellvibrionales,Spongiibacteraceae,Zhongshania,Zhongshania aliphaticivorans,,Zhongshania aliphaticivorans
Proteobacteria_1581,Bacteria,Proteobacteria,,Gammaproteobacteria,Cellvibrionales,Spongiibacteraceae,Spongiibacter,Spongiibacter sp. IMCC21906,,Spongiibacter sp. IMCC21906
Proteobacteria_2509,Bacteria,Proteobacteria,,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas psychrotolerans,,Pseudomonas psychrotolerans
Proteobacteria_2795,Bacteria,Proteobacteria,,Betaproteobacteria,Nitrosomonadales,Methylophilaceae,Methylophilus,Methylophilus sp. TWE2,,Methylophilus sp. TWE2
Proteobacteria_4401,Bacteria,Proteobacteria,,Oligoflexia,Bacteriovoracales,Halobacteriovoraceae,Halobacteriovorax,Halobacteriovorax sp. BALOs_7,,Halobacteriovorax sp. BALOs_7
Proteobacteria_4402,Bacteria,Proteobacteria,,Oligoflexia,Bacteriovoracales,Halobacteriovoraceae,Halobacteriovorax,Halobacteriovorax marinus,Halobacteriovorax marinus SJ,Halobacteriovorax marinus SJ
Proteobacteria_4403,Bacteria,Proteobacteria,,Oligoflexia,Bacteriovoracales,Halobacteriovoraceae,Halobacteriovorax,,,Halobacteriovorax
Proteobacteria_4918,Bacteria,Proteobacteria,,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Arcobacter,Arcobacter aquimarinus,,Arcobacter aquimarinus
Proteobacteria_5219,Bacteria,Proteobacteria,,Alphaproteobacteria,,,,,,Alphaproteobacteria
Proteobacteria_5612,Bacteria,Proteobacteria,,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Rhodomicrobium,Rhodomicrobium vannielii,Rhodomicrobium vannielii ATCC 17100,Rhodomicrobium vannielii ATCC 17100
Proteobacteria_6025,Bacteria,Proteobacteria,,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,,,Rhodobacteraceae
Proteobacteria_6925,Bacteria,Proteobacteria,,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Marinomonas,Marinomonas sp. SM1966,,Marinomonas sp. SM1966
Proteobacteria_6958,Bacteria,Proteobacteria,,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Colwellia,Colwellia sp. Arc7-635,,Colwellia sp. Arc7-635
Proteobacteria_7060,Bacteria,Proteobacteria,,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Paraglaciecola,Paraglaciecola sp. L3A3,,Paraglaciecola sp. L3A3
Proteobacteria_7093,Bacteria,Proteobacteria,,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas phenolica,,Pseudoalteromonas phenolica
Proteobacteria_7120,Bacteria,Proteobacteria,,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas sp. SM9913,,Pseudoalteromonas sp. SM9913
Spirochaetes_29,Bacteria,Spirochaetes,,Spirochaetia,Leptospirales,Leptospiraceae,Leptospira,Leptospira biflexa,,Leptospira biflexa
Verrucomicrobia_24,Bacteria,Verrucomicrobia,PVC group,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Luteolibacter,Luteolibacter luteus,,Luteolibacter luteus
Bacteroidetes_1138,Bacteria,Bacteroidetes,FCB group,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,,Flavobacteriaceae
Proteobacteria_1925,Bacteria,Proteobacteria,,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. CC6-YY-74,,Pseudomonas sp. CC6-YY-74
Proteobacteria_2737,Bacteria,Proteobacteria,,Acidithiobacillia,Acidithiobacillales,Acidithiobacillaceae,Acidithiobacillus,,,Acidithiobacillus
Proteobacteria_4983,Bacteria,Proteobacteria,,Epsilonproteobacteria,,,,,,Epsilonproteobacteria
Proteobacteria_6933,Bacteria,Proteobacteria,,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Marinomonas,Marinomonas mediterranea,Marinomonas mediterranea MMB-1,Marinomonas mediterranea MMB-1
Actinobacteria_174,Bacteria,Actinobacteria,Terrabacteria group,Acidimicrobiia,Acidimicrobiales,Ilumatobacteraceae,Ilumatobacter,Ilumatobacter coccineus,Ilumatobacter coccineus YM16-304,Ilumatobacter coccineus YM16-304
Bacteroidetes_1017,Bacteria,Bacteroidetes,FCB group,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Lacinutrix,,,Lacinutrix
Bacteroidetes_273,Bacteria,Bacteroidetes,FCB group,,,,,,,FCB group
Bacteroidetes_477,Bacteria,Bacteroidetes,FCB group,Bacteroidia,Bacteroidales,Dysgonomonadaceae,,,,Dysgonomonadaceae
Cyanobacteria_36,Bacteria,Cyanobacteria,Cyanobacteria/Melainabacteria group,,Synechococcales,,,,,Synechococcales
Firmicutes_Tenericutes_913,Bacteria,Firmicutes,Terrabacteria group,Bacilli,Bacillales,Listeriaceae,Listeria,Listeria monocytogenes,Listeria monocytogenes serotype 1/2c str. 10-5025,Listeria monocytogenes serotype 1/2c str. 10-5025
Proteobacteria_1559,Bacteria,Proteobacteria,,Gammaproteobacteria,Cellvibrionales,Microbulbiferaceae,Microbulbifer,,,Microbulbifer
Proteobacteria_1589,Bacteria,Proteobacteria,,Gammaproteobacteria,Cellvibrionales,Halieaceae,Halioglobus,Halioglobus pacificus,,Halioglobus pacificus
Proteobacteria_1910,Bacteria,Proteobacteria,,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,Psychrobacter urativorans,,Psychrobacter urativorans
Proteobacteria_4982,Bacteria,Proteobacteria,,Epsilonproteobacteria,Nautiliales,Nautiliaceae,Caminibacter,Caminibacter mediatlanticus,Caminibacter mediatlanticus TB-2,Caminibacter mediatlanticus TB-2
Proteobacteria_5211,Bacteria,Proteobacteria,,Alphaproteobacteria,,,,,,Alphaproteobacteria
Proteobacteria_5212,Bacteria,Proteobacteria,,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Candidatus Pelagibacter,Candidatus Pelagibacter sp. IMCC9063,,Candidatus Pelagibacter sp. IMCC9063
Proteobacteria_5221,Bacteria,Proteobacteria,,Alphaproteobacteria,Holosporales,Caedimonadaceae,Candidatus Nucleicultrix,Candidatus Nucleicultrix amoebiphila,Candidatus Nucleicultrix amoebiphila FS5,Candidatus Nucleicultrix amoebiphila FS5
Proteobacteria_5270,Bacteria,Proteobacteria,,Alphaproteobacteria,Rhizobiales,Rhodobiaceae,Pyruvatibacter,Pyruvatibacter mobilis,,Pyruvatibacter mobilis
Proteobacteria_6045,Bacteria,Proteobacteria,,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Halocynthiibacter,Halocynthiibacter arcticus,,Halocynthiibacter arcticus
Proteobacteria_6980,Bacteria,Proteobacteria,,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Thalassotalea,Thalassotalea sp. LPB0316,,Thalassotalea sp. LPB0316
Proteobacteria_996,Bacteria,Proteobacteria,,Gammaproteobacteria,Vibrionales,Vibrionaceae,Aliivibrio,Aliivibrio fischeri,Aliivibrio fischeri ES114,Aliivibrio fischeri ES114
Proteobacteria_3266,Bacteria,Proteobacteria,,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,Ralstonia solanacearum,Ralstonia solanacearum PSI07,Ralstonia solanacearum PSI07
Proteobacteria_5771,Bacteria,Proteobacteria,,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium,Methylobacterium oryzae,Methylobacterium oryzae CBMB20,Methylobacterium oryzae CBMB20
Proteobacteria_8556,Bacteria,Proteobacteria,,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,,Escherichia coli
Firmicutes_Tenericutes_2347,Bacteria,Firmicutes,Terrabacteria group,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus spizizenii,Bacillus subtilis subsp. spizizenii str. W23,Bacillus subtilis subsp. spizizenii str. W23
Firmicutes_Tenericutes_2541,Bacteria,Firmicutes,Terrabacteria group,Bacilli,Bacillales,Bacillaceae,Bacillus,,,Bacillus
Firmicutes_Tenericutes_2624,Bacteria,Firmicutes,Terrabacteria group,Bacilli,Bacillales,Bacillaceae,Bacillus,,,Bacillus
Firmicutes_Tenericutes_920,Bacteria,Firmicutes,Terrabacteria group,Bacilli,Bacillales,Listeriaceae,Listeria,Listeria monocytogenes,,Listeria monocytogenes
Firmicutes_Tenericutes_927,Bacteria,Firmicutes,Terrabacteria group,Bacilli,Bacillales,Listeriaceae,Listeria,Listeria monocytogenes,,Listeria monocytogenes
Firmicutes_Tenericutes_929,Bacteria,Firmicutes,Terrabacteria group,Bacilli,Bacillales,Listeriaceae,Listeria,Listeria monocytogenes,,Listeria monocytogenes
Firmicutes_Tenericutes_947,Bacteria,Firmicutes,Terrabacteria group,Bacilli,Bacillales,Listeriaceae,Listeria,,,Listeria
Proteobacteria_1975,Bacteria,Proteobacteria,,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa,,Pseudomonas aeruginosa
Proteobacteria_1976,Bacteria,Proteobacteria,,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa,,Pseudomonas aeruginosa
Proteobacteria_1985,Bacteria,Proteobacteria,,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa,,Pseudomonas aeruginosa
Proteobacteria_1988,Bacteria,Proteobacteria,,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa,,Pseudomonas aeruginosa
Proteobacteria_1991,Bacteria,Proteobacteria,,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa,,Pseudomonas aeruginosa
Proteobacteria_1996,Bacteria,Proteobacteria,,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa,,Pseudomonas aeruginosa
Proteobacteria_2019,Bacteria,Proteobacteria,,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,,Pseudomonas
Proteobacteria_2031,Bacteria,Proteobacteria,,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,,Pseudomonas
Proteobacteria_2520,Bacteria,Proteobacteria,,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,,,,Pseudomonadaceae
Proteobacteria_8932,Bacteria,Proteobacteria,,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,,Escherichia coli
Proteobacteria_8997,Bacteria,Proteobacteria,,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,,Salmonella enterica
Acidobacteria_5,Bacteria,Acidobacteria,,Acidobacteriia,Bryobacterales,,,,,Bryobacterales
Bacteroidetes_862,Bacteria,Bacteroidetes,FCB group,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium nackdongense,,Flavobacterium nackdongense
Bacteroidetes_965,Bacteria,Bacteroidetes,FCB group,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Aquimarina,Aquimarina sp. TRL1,,Aquimarina sp. TRL1
Chloroflexi_4,Bacteria,Chloroflexi,Terrabacteria group,Anaerolineae,Anaerolineales,Anaerolineaceae,Pelolinea,Pelolinea submarina,,Pelolinea submarina
Proteobacteria_1584,Bacteria,Proteobacteria,,Gammaproteobacteria,Cellvibrionales,Spongiibacteraceae,,,,Spongiibacteraceae
Proteobacteria_1591,Bacteria,Proteobacteria,,Gammaproteobacteria,Cellvibrionales,Halieaceae,,,,Halieaceae
Proteobacteria_2451,Bacteria,Proteobacteria,,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,,Pseudomonas
Proteobacteria_2589,Bacteria,Proteobacteria,,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,,,,Pseudomonadaceae
Proteobacteria_2597,Bacteria,Proteobacteria,,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,,,,Pseudomonadaceae
Proteobacteria_2607,Bacteria,Proteobacteria,,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,,,,Pseudomonadaceae
Proteobacteria_2620,Bacteria,Proteobacteria,,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Methylophaga,Methylophaga nitratireducenticrescens,,Methylophaga nitratireducenticrescens
Proteobacteria_2650,Bacteria,Proteobacteria,,Gammaproteobacteria,,,Candidatus Reidiella,Candidatus Reidiella endopervernicosa,,Candidatus Reidiella endopervernicosa
Proteobacteria_2658,Bacteria,Proteobacteria,,Gammaproteobacteria,,,Candidatus Thioglobus,Candidatus Thioglobus singularis,Candidatus Thioglobus singularis PS1,Candidatus Thioglobus singularis PS1
Proteobacteria_2694,Bacteria,Proteobacteria,,,,,,,,Proteobacteria
Proteobacteria_3052,Bacteria,Proteobacteria,,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,Nitrosomonas,,,Nitrosomonas
Proteobacteria_3130,Bacteria,Proteobacteria,,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Undibacterium,,,Undibacterium
Proteobacteria_4415,Bacteria,Proteobacteria,,Epsilonproteobacteria,Campylobacterales,Sulfurovaceae,Sulfurovum,,,Sulfurovum
Proteobacteria_5223,Bacteria,Proteobacteria,,Alphaproteobacteria,,,,,,Alphaproteobacteria
Proteobacteria_5226,Bacteria,Proteobacteria,,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Hypericibacter,,,Hypericibacter
Proteobacteria_5269,Bacteria,Proteobacteria,,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Ferrovibrio,Ferrovibrio terrae,,Ferrovibrio terrae
Proteobacteria_6000,Bacteria,Proteobacteria,,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,,,Rhodobacteraceae
Proteobacteria_6064,Bacteria,Proteobacteria,,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,,,Rhodobacteraceae
Proteobacteria_6066,Bacteria,Proteobacteria,,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,,,Rhodobacteraceae
Proteobacteria_6102,Bacteria,Proteobacteria,,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Terricaulis,Terricaulis silvestris,,Terricaulis silvestris
Proteobacteria_6156,Bacteria,Proteobacteria,,Alphaproteobacteria,Kordiimonadales,Kordiimonadaceae,Kordiimonas,Kordiimonas pumila,,Kordiimonas pumila
Proteobacteria_6452,Bacteria,Proteobacteria,,Alphaproteobacteria,,,,,,Alphaproteobacteria
Proteobacteria_7071,Bacteria,Proteobacteria,,Gammaproteobacteria,Alteromonadales,,,,,Alteromonadales
Verrucomicrobia_27,Bacteria,Verrucomicrobia,PVC group,Verrucomicrobiae,Verrucomicrobiales,,,,,Verrucomicrobiales
Firmicutes_Tenericutes_1002,Bacteria,Firmicutes,Terrabacteria group,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecium,,Enterococcus faecium
Firmicutes_Tenericutes_1007,Bacteria,Firmicutes,Terrabacteria group,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecium,,Enterococcus faecium
Firmicutes_Tenericutes_1018,Bacteria,Firmicutes,Terrabacteria group,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecium,,Enterococcus faecium
Firmicutes_Tenericutes_1051,Bacteria,Firmicutes,Terrabacteria group,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus avium,,Enterococcus avium
Firmicutes_Tenericutes_1870,Bacteria,Firmicutes,Terrabacteria group,Bacilli,Lactobacillales,Lactobacillaceae,Furfurilactobacillus,Furfurilactobacillus rossiae,,Furfurilactobacillus rossiae
Firmicutes_Tenericutes_1915,Bacteria,Firmicutes,Terrabacteria group,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,,Limosilactobacillus fermentum
Firmicutes_Tenericutes_1926,Bacteria,Firmicutes,Terrabacteria group,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,,Limosilactobacillus fermentum
Firmicutes_Tenericutes_1931,Bacteria,Firmicutes,Terrabacteria group,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,,Limosilactobacillus fermentum
Firmicutes_Tenericutes_1938,Bacteria,Firmicutes,Terrabacteria group,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,,Limosilactobacillus fermentum
Firmicutes_Tenericutes_1945,Bacteria,Firmicutes,Terrabacteria group,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,,Limosilactobacillus fermentum
Firmicutes_Tenericutes_2048,Bacteria,Firmicutes,Terrabacteria group,Bacilli,Lactobacillales,Lactobacillaceae,,,,Lactobacillaceae
Firmicutes_Tenericutes_2179,Bacteria,Firmicutes,Terrabacteria group,Bacilli,Lactobacillales,Lactobacillaceae,,,,Lactobacillaceae
Firmicutes_Tenericutes_2241,Bacteria,Firmicutes,Terrabacteria group,Bacilli,Lactobacillales,Lactobacillaceae,,,,Lactobacillaceae
Firmicutes_Tenericutes_2259,Bacteria,Firmicutes,Terrabacteria group,Bacilli,Lactobacillales,Carnobacteriaceae,,,,Carnobacteriaceae
Firmicutes_Tenericutes_2291,Bacteria,Firmicutes,Terrabacteria group,Bacilli,Lactobacillales,,,,,Lactobacillales
Firmicutes_Tenericutes_2296,Bacteria,Firmicutes,Terrabacteria group,Bacilli,Bacillales,Bacillaceae,Bacillus,,,Bacillus
Firmicutes_Tenericutes_2344,Bacteria,Firmicutes,Terrabacteria group,Bacilli,Bacillales,Bacillaceae,Bacillus,,,Bacillus
Firmicutes_Tenericutes_2519,Bacteria,Firmicutes,Terrabacteria group,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus licheniformis,,Bacillus licheniformis
Firmicutes_Tenericutes_3040,Bacteria,Firmicutes,Terrabacteria group,Bacilli,Bacillales,Bacillaceae,Terribacillus,Terribacillus goriensis,,Terribacillus goriensis
Firmicutes_Tenericutes_3097,Bacteria,Firmicutes,Terrabacteria group,Bacilli,Bacillales,Bacillaceae,Alkalihalobacillus,,,Alkalihalobacillus
Firmicutes_Tenericutes_451,Bacteria,Firmicutes,Terrabacteria group,Bacilli,Bacillales,Staphylococcaceae,,,,Staphylococcaceae
Firmicutes_Tenericutes_890,Bacteria,,,,,,,,,Bacteria
Firmicutes_Tenericutes_907,Bacteria,Firmicutes,Terrabacteria group,Bacilli,Bacillales,Listeriaceae,Listeria,Listeria monocytogenes,Listeria monocytogenes HCC23,Listeria monocytogenes HCC23
Firmicutes_Tenericutes_911,Bacteria,Firmicutes,Terrabacteria group,Bacilli,Bacillales,Listeriaceae,Listeria,Listeria monocytogenes,,Listeria monocytogenes
Firmicutes_Tenericutes_912,Bacteria,Firmicutes,Terrabacteria group,Bacilli,Bacillales,Listeriaceae,Listeria,Listeria monocytogenes,,Listeria monocytogenes
