"","SampleID","variable","value","superkingdom","phylum","clade","class","order","family","genus","species","strain","taxon"
"984","Carboy2","Proteobacteria_5215",219,"Bacteria","Proteobacteria","","Alphaproteobacteria","Pelagibacterales","Pelagibacteraceae","Candidatus Pelagibacter","Candidatus Pelagibacter sp. FZCC0015","","Candidatus Pelagibacter sp. FZCC0015"
"985","Carboy3","Proteobacteria_5215",196,"Bacteria","Proteobacteria","","Alphaproteobacteria","Pelagibacterales","Pelagibacteraceae","Candidatus Pelagibacter","Candidatus Pelagibacter sp. FZCC0015","","Candidatus Pelagibacter sp. FZCC0015"
"986","Carboy4","Proteobacteria_5215",211,"Bacteria","Proteobacteria","","Alphaproteobacteria","Pelagibacterales","Pelagibacteraceae","Candidatus Pelagibacter","Candidatus Pelagibacter sp. FZCC0015","","Candidatus Pelagibacter sp. FZCC0015"
"987","Carboy5","Proteobacteria_5215",179,"Bacteria","Proteobacteria","","Alphaproteobacteria","Pelagibacterales","Pelagibacteraceae","Candidatus Pelagibacter","Candidatus Pelagibacter sp. FZCC0015","","Candidatus Pelagibacter sp. FZCC0015"
"988","Carboy6","Proteobacteria_5215",156,"Bacteria","Proteobacteria","","Alphaproteobacteria","Pelagibacterales","Pelagibacteraceae","Candidatus Pelagibacter","Candidatus Pelagibacter sp. FZCC0015","","Candidatus Pelagibacter sp. FZCC0015"
"989","Carboy7","Proteobacteria_5215",219,"Bacteria","Proteobacteria","","Alphaproteobacteria","Pelagibacterales","Pelagibacteraceae","Candidatus Pelagibacter","Candidatus Pelagibacter sp. FZCC0015","","Candidatus Pelagibacter sp. FZCC0015"
"990","Carboy8","Proteobacteria_5215",261,"Bacteria","Proteobacteria","","Alphaproteobacteria","Pelagibacterales","Pelagibacteraceae","Candidatus Pelagibacter","Candidatus Pelagibacter sp. FZCC0015","","Candidatus Pelagibacter sp. FZCC0015"
"991","Carboy9","Proteobacteria_5215",264,"Bacteria","Proteobacteria","","Alphaproteobacteria","Pelagibacterales","Pelagibacteraceae","Candidatus Pelagibacter","Candidatus Pelagibacter sp. FZCC0015","","Candidatus Pelagibacter sp. FZCC0015"
"992","core_1","Proteobacteria_5215",126,"Bacteria","Proteobacteria","","Alphaproteobacteria","Pelagibacterales","Pelagibacteraceae","Candidatus Pelagibacter","Candidatus Pelagibacter sp. FZCC0015","","Candidatus Pelagibacter sp. FZCC0015"
"993","core_2","Proteobacteria_5215",615,"Bacteria","Proteobacteria","","Alphaproteobacteria","Pelagibacterales","Pelagibacteraceae","Candidatus Pelagibacter","Candidatus Pelagibacter sp. FZCC0015","","Candidatus Pelagibacter sp. FZCC0015"
"994","core_3","Proteobacteria_5215",235,"Bacteria","Proteobacteria","","Alphaproteobacteria","Pelagibacterales","Pelagibacteraceae","Candidatus Pelagibacter","Candidatus Pelagibacter sp. FZCC0015","","Candidatus Pelagibacter sp. FZCC0015"
"995","core_4","Proteobacteria_5215",28,"Bacteria","Proteobacteria","","Alphaproteobacteria","Pelagibacterales","Pelagibacteraceae","Candidatus Pelagibacter","Candidatus Pelagibacter sp. FZCC0015","","Candidatus Pelagibacter sp. FZCC0015"
"996","core_6","Proteobacteria_5215",7,"Bacteria","Proteobacteria","","Alphaproteobacteria","Pelagibacterales","Pelagibacteraceae","Candidatus Pelagibacter","Candidatus Pelagibacter sp. FZCC0015","","Candidatus Pelagibacter sp. FZCC0015"
"997","CTDSW","Proteobacteria_5215",1202,"Bacteria","Proteobacteria","","Alphaproteobacteria","Pelagibacterales","Pelagibacteraceae","Candidatus Pelagibacter","Candidatus Pelagibacter sp. FZCC0015","","Candidatus Pelagibacter sp. FZCC0015"
"998","dockslush_1","Proteobacteria_5215",1153,"Bacteria","Proteobacteria","","Alphaproteobacteria","Pelagibacterales","Pelagibacteraceae","Candidatus Pelagibacter","Candidatus Pelagibacter sp. FZCC0015","","Candidatus Pelagibacter sp. FZCC0015"
"999","dockslush_2","Proteobacteria_5215",63,"Bacteria","Proteobacteria","","Alphaproteobacteria","Pelagibacterales","Pelagibacteraceae","Candidatus Pelagibacter","Candidatus Pelagibacter sp. FZCC0015","","Candidatus Pelagibacter sp. FZCC0015"
"1000","dockslush_3","Proteobacteria_5215",952,"Bacteria","Proteobacteria","","Alphaproteobacteria","Pelagibacterales","Pelagibacteraceae","Candidatus Pelagibacter","Candidatus Pelagibacter sp. FZCC0015","","Candidatus Pelagibacter sp. FZCC0015"
"1001","Hero11","Proteobacteria_5215",856,"Bacteria","Proteobacteria","","Alphaproteobacteria","Pelagibacterales","Pelagibacteraceae","Candidatus Pelagibacter","Candidatus Pelagibacter sp. FZCC0015","","Candidatus Pelagibacter sp. FZCC0015"
"1002","Hero12","Proteobacteria_5215",527,"Bacteria","Proteobacteria","","Alphaproteobacteria","Pelagibacterales","Pelagibacteraceae","Candidatus Pelagibacter","Candidatus Pelagibacter sp. FZCC0015","","Candidatus Pelagibacter sp. FZCC0015"
"1003","Hero13","Proteobacteria_5215",323,"Bacteria","Proteobacteria","","Alphaproteobacteria","Pelagibacterales","Pelagibacteraceae","Candidatus Pelagibacter","Candidatus Pelagibacter sp. FZCC0015","","Candidatus Pelagibacter sp. FZCC0015"
"1004","iceslush","Proteobacteria_5215",103,"Bacteria","Proteobacteria","","Alphaproteobacteria","Pelagibacterales","Pelagibacteraceae","Candidatus Pelagibacter","Candidatus Pelagibacter sp. FZCC0015","","Candidatus Pelagibacter sp. FZCC0015"
"1005","blankMQ121118","Proteobacteria_5215",28,"Bacteria","Proteobacteria","","Alphaproteobacteria","Pelagibacterales","Pelagibacteraceae","Candidatus Pelagibacter","Candidatus Pelagibacter sp. FZCC0015","","Candidatus Pelagibacter sp. FZCC0015"
"1006","B12","Proteobacteria_5215",2765,"Bacteria","Proteobacteria","","Alphaproteobacteria","Pelagibacterales","Pelagibacteraceae","Candidatus Pelagibacter","Candidatus Pelagibacter sp. FZCC0015","","Candidatus Pelagibacter sp. FZCC0015"
"1007","B13","Proteobacteria_5215",2132,"Bacteria","Proteobacteria","","Alphaproteobacteria","Pelagibacterales","Pelagibacteraceae","Candidatus Pelagibacter","Candidatus Pelagibacter sp. FZCC0015","","Candidatus Pelagibacter sp. FZCC0015"
"1008","B14","Proteobacteria_5215",844,"Bacteria","Proteobacteria","","Alphaproteobacteria","Pelagibacterales","Pelagibacteraceae","Candidatus Pelagibacter","Candidatus Pelagibacter sp. FZCC0015","","Candidatus Pelagibacter sp. FZCC0015"
"1009","B21","Proteobacteria_5215",1381,"Bacteria","Proteobacteria","","Alphaproteobacteria","Pelagibacterales","Pelagibacteraceae","Candidatus Pelagibacter","Candidatus Pelagibacter sp. FZCC0015","","Candidatus Pelagibacter sp. FZCC0015"
"1010","B22","Proteobacteria_5215",2297,"Bacteria","Proteobacteria","","Alphaproteobacteria","Pelagibacterales","Pelagibacteraceae","Candidatus Pelagibacter","Candidatus Pelagibacter sp. FZCC0015","","Candidatus Pelagibacter sp. FZCC0015"
"1011","B23","Proteobacteria_5215",903,"Bacteria","Proteobacteria","","Alphaproteobacteria","Pelagibacterales","Pelagibacteraceae","Candidatus Pelagibacter","Candidatus Pelagibacter sp. FZCC0015","","Candidatus Pelagibacter sp. FZCC0015"
"1012","B51","Proteobacteria_5215",473,"Bacteria","Proteobacteria","","Alphaproteobacteria","Pelagibacterales","Pelagibacteraceae","Candidatus Pelagibacter","Candidatus Pelagibacter sp. FZCC0015","","Candidatus Pelagibacter sp. FZCC0015"
"1013","B52","Proteobacteria_5215",466,"Bacteria","Proteobacteria","","Alphaproteobacteria","Pelagibacterales","Pelagibacteraceae","Candidatus Pelagibacter","Candidatus Pelagibacter sp. FZCC0015","","Candidatus Pelagibacter sp. FZCC0015"
"1014","B53","Proteobacteria_5215",534,"Bacteria","Proteobacteria","","Alphaproteobacteria","Pelagibacterales","Pelagibacteraceae","Candidatus Pelagibacter","Candidatus Pelagibacter sp. FZCC0015","","Candidatus Pelagibacter sp. FZCC0015"
"1015","Barrow_Blank1","Proteobacteria_5215",703,"Bacteria","Proteobacteria","","Alphaproteobacteria","Pelagibacterales","Pelagibacteraceae","Candidatus Pelagibacter","Candidatus Pelagibacter sp. FZCC0015","","Candidatus Pelagibacter sp. FZCC0015"
"1016","Barrow_Blank2","Proteobacteria_5215",0,"Bacteria","Proteobacteria","","Alphaproteobacteria","Pelagibacterales","Pelagibacteraceae","Candidatus Pelagibacter","Candidatus Pelagibacter sp. FZCC0015","","Candidatus Pelagibacter sp. FZCC0015"
"1017","Barrow_S1IC4","Proteobacteria_5215",57,"Bacteria","Proteobacteria","","Alphaproteobacteria","Pelagibacterales","Pelagibacteraceae","Candidatus Pelagibacter","Candidatus Pelagibacter sp. FZCC0015","","Candidatus Pelagibacter sp. FZCC0015"
"1018","Barrow_S1IC5","Proteobacteria_5215",186,"Bacteria","Proteobacteria","","Alphaproteobacteria","Pelagibacterales","Pelagibacteraceae","Candidatus Pelagibacter","Candidatus Pelagibacter sp. FZCC0015","","Candidatus Pelagibacter sp. FZCC0015"
"1019","Barrow_S1IC6","Proteobacteria_5215",633,"Bacteria","Proteobacteria","","Alphaproteobacteria","Pelagibacterales","Pelagibacteraceae","Candidatus Pelagibacter","Candidatus Pelagibacter sp. FZCC0015","","Candidatus Pelagibacter sp. FZCC0015"
"1020","Barrow_S2C1D","Proteobacteria_5215",446,"Bacteria","Proteobacteria","","Alphaproteobacteria","Pelagibacterales","Pelagibacteraceae","Candidatus Pelagibacter","Candidatus Pelagibacter sp. FZCC0015","","Candidatus Pelagibacter sp. FZCC0015"
"1021","Barrow_S2C2","Proteobacteria_5215",209,"Bacteria","Proteobacteria","","Alphaproteobacteria","Pelagibacterales","Pelagibacteraceae","Candidatus Pelagibacter","Candidatus Pelagibacter sp. FZCC0015","","Candidatus Pelagibacter sp. FZCC0015"
"1022","Barrow_S2C3","Proteobacteria_5215",169,"Bacteria","Proteobacteria","","Alphaproteobacteria","Pelagibacterales","Pelagibacteraceae","Candidatus Pelagibacter","Candidatus Pelagibacter sp. FZCC0015","","Candidatus Pelagibacter sp. FZCC0015"
"1023","mock_1","Proteobacteria_5215",0,"Bacteria","Proteobacteria","","Alphaproteobacteria","Pelagibacterales","Pelagibacteraceae","Candidatus Pelagibacter","Candidatus Pelagibacter sp. FZCC0015","","Candidatus Pelagibacter sp. FZCC0015"
"1024","mock_2","Proteobacteria_5215",0,"Bacteria","Proteobacteria","","Alphaproteobacteria","Pelagibacterales","Pelagibacteraceae","Candidatus Pelagibacter","Candidatus Pelagibacter sp. FZCC0015","","Candidatus Pelagibacter sp. FZCC0015"
"1025","mock_3","Proteobacteria_5215",0,"Bacteria","Proteobacteria","","Alphaproteobacteria","Pelagibacterales","Pelagibacteraceae","Candidatus Pelagibacter","Candidatus Pelagibacter sp. FZCC0015","","Candidatus Pelagibacter sp. FZCC0015"
"1026","mock_4","Proteobacteria_5215",0,"Bacteria","Proteobacteria","","Alphaproteobacteria","Pelagibacterales","Pelagibacteraceae","Candidatus Pelagibacter","Candidatus Pelagibacter sp. FZCC0015","","Candidatus Pelagibacter sp. FZCC0015"
"1027","B31","Proteobacteria_5217",137,"Bacteria","Proteobacteria","","Alphaproteobacteria","Pelagibacterales","Pelagibacteraceae","Candidatus Pelagibacter","","","Candidatus Pelagibacter"
"1028","B32","Proteobacteria_5217",118,"Bacteria","Proteobacteria","","Alphaproteobacteria","Pelagibacterales","Pelagibacteraceae","Candidatus Pelagibacter","","","Candidatus Pelagibacter"
"1029","B33","Proteobacteria_5217",106,"Bacteria","Proteobacteria","","Alphaproteobacteria","Pelagibacterales","Pelagibacteraceae","Candidatus Pelagibacter","","","Candidatus Pelagibacter"
"1030","B41","Proteobacteria_5217",71,"Bacteria","Proteobacteria","","Alphaproteobacteria","Pelagibacterales","Pelagibacteraceae","Candidatus Pelagibacter","","","Candidatus Pelagibacter"
"1031","B42","Proteobacteria_5217",96,"Bacteria","Proteobacteria","","Alphaproteobacteria","Pelagibacterales","Pelagibacteraceae","Candidatus Pelagibacter","","","Candidatus Pelagibacter"
"1032","B43","Proteobacteria_5217",93,"Bacteria","Proteobacteria","","Alphaproteobacteria","Pelagibacterales","Pelagibacteraceae","Candidatus Pelagibacter","","","Candidatus Pelagibacter"
"1033","blank771","Proteobacteria_5217",22,"Bacteria","Proteobacteria","","Alphaproteobacteria","Pelagibacterales","Pelagibacteraceae","Candidatus Pelagibacter","","","Candidatus Pelagibacter"
"1034","blank772","Proteobacteria_5217",0,"Bacteria","Proteobacteria","","Alphaproteobacteria","Pelagibacterales","Pelagibacteraceae","Candidatus Pelagibacter","","","Candidatus Pelagibacter"
"1035","blankdry1","Proteobacteria_5217",0,"Bacteria","Proteobacteria","","Alphaproteobacteria","Pelagibacterales","Pelagibacteraceae","Candidatus Pelagibacter","","","Candidatus Pelagibacter"
"1036","blankdry2","Proteobacteria_5217",0,"Bacteria","Proteobacteria","","Alphaproteobacteria","Pelagibacterales","Pelagibacteraceae","Candidatus Pelagibacter","","","Candidatus Pelagibacter"
"1037","blankFiltSW1","Proteobacteria_5217",0,"Bacteria","Proteobacteria","","Alphaproteobacteria","Pelagibacterales","Pelagibacteraceae","Candidatus Pelagibacter","","","Candidatus Pelagibacter"
"1038","blankFiltSW2","Proteobacteria_5217",0,"Bacteria","Proteobacteria","","Alphaproteobacteria","Pelagibacterales","Pelagibacteraceae","Candidatus Pelagibacter","","","Candidatus Pelagibacter"
"1039","blankMQ191118","Proteobacteria_5217",0,"Bacteria","Proteobacteria","","Alphaproteobacteria","Pelagibacterales","Pelagibacteraceae","Candidatus Pelagibacter","","","Candidatus Pelagibacter"
"1040","Carboy1","Proteobacteria_5217",22,"Bacteria","Proteobacteria","","Alphaproteobacteria","Pelagibacterales","Pelagibacteraceae","Candidatus Pelagibacter","","","Candidatus Pelagibacter"
"1041","Carboy2","Proteobacteria_5217",13,"Bacteria","Proteobacteria","","Alphaproteobacteria","Pelagibacterales","Pelagibacteraceae","Candidatus Pelagibacter","","","Candidatus Pelagibacter"
"1042","Carboy3","Proteobacteria_5217",24,"Bacteria","Proteobacteria","","Alphaproteobacteria","Pelagibacterales","Pelagibacteraceae","Candidatus Pelagibacter","","","Candidatus Pelagibacter"
"1043","Carboy4","Proteobacteria_5217",19,"Bacteria","Proteobacteria","","Alphaproteobacteria","Pelagibacterales","Pelagibacteraceae","Candidatus Pelagibacter","","","Candidatus Pelagibacter"
"1044","Carboy5","Proteobacteria_5217",4,"Bacteria","Proteobacteria","","Alphaproteobacteria","Pelagibacterales","Pelagibacteraceae","Candidatus Pelagibacter","","","Candidatus Pelagibacter"
"1045","Carboy6","Proteobacteria_5217",13,"Bacteria","Proteobacteria","","Alphaproteobacteria","Pelagibacterales","Pelagibacteraceae","Candidatus Pelagibacter","","","Candidatus Pelagibacter"
"1046","Carboy7","Proteobacteria_5217",36,"Bacteria","Proteobacteria","","Alphaproteobacteria","Pelagibacterales","Pelagibacteraceae","Candidatus Pelagibacter","","","Candidatus Pelagibacter"
"1047","Carboy8","Proteobacteria_5217",27,"Bacteria","Proteobacteria","","Alphaproteobacteria","Pelagibacterales","Pelagibacteraceae","Candidatus Pelagibacter","","","Candidatus Pelagibacter"
"1048","Carboy9","Proteobacteria_5217",37,"Bacteria","Proteobacteria","","Alphaproteobacteria","Pelagibacterales","Pelagibacteraceae","Candidatus Pelagibacter","","","Candidatus Pelagibacter"
"1049","core_1","Proteobacteria_5217",14,"Bacteria","Proteobacteria","","Alphaproteobacteria","Pelagibacterales","Pelagibacteraceae","Candidatus Pelagibacter","","","Candidatus Pelagibacter"
"1050","core_2","Proteobacteria_5217",74,"Bacteria","Proteobacteria","","Alphaproteobacteria","Pelagibacterales","Pelagibacteraceae","Candidatus Pelagibacter","","","Candidatus Pelagibacter"
"1051","core_3","Proteobacteria_5217",30,"Bacteria","Proteobacteria","","Alphaproteobacteria","Pelagibacterales","Pelagibacteraceae","Candidatus Pelagibacter","","","Candidatus Pelagibacter"
"1052","core_4","Proteobacteria_5217",0,"Bacteria","Proteobacteria","","Alphaproteobacteria","Pelagibacterales","Pelagibacteraceae","Candidatus Pelagibacter","","","Candidatus Pelagibacter"
"1053","core_6","Proteobacteria_5217",0,"Bacteria","Proteobacteria","","Alphaproteobacteria","Pelagibacterales","Pelagibacteraceae","Candidatus Pelagibacter","","","Candidatus Pelagibacter"
"1054","CTDSW","Proteobacteria_5217",240,"Bacteria","Proteobacteria","","Alphaproteobacteria","Pelagibacterales","Pelagibacteraceae","Candidatus Pelagibacter","","","Candidatus Pelagibacter"
"1055","dockslush_1","Proteobacteria_5217",179,"Bacteria","Proteobacteria","","Alphaproteobacteria","Pelagibacterales","Pelagibacteraceae","Candidatus Pelagibacter","","","Candidatus Pelagibacter"
"1056","dockslush_2","Proteobacteria_5217",0,"Bacteria","Proteobacteria","","Alphaproteobacteria","Pelagibacterales","Pelagibacteraceae","Candidatus Pelagibacter","","","Candidatus Pelagibacter"
"1057","dockslush_3","Proteobacteria_5217",154,"Bacteria","Proteobacteria","","Alphaproteobacteria","Pelagibacterales","Pelagibacteraceae","Candidatus Pelagibacter","","","Candidatus Pelagibacter"
"1058","Hero11","Proteobacteria_5217",146,"Bacteria","Proteobacteria","","Alphaproteobacteria","Pelagibacterales","Pelagibacteraceae","Candidatus Pelagibacter","","","Candidatus Pelagibacter"
"1059","Hero12","Proteobacteria_5217",0,"Bacteria","Proteobacteria","","Alphaproteobacteria","Pelagibacterales","Pelagibacteraceae","Candidatus Pelagibacter","","","Candidatus Pelagibacter"
"1060","Hero13","Proteobacteria_5217",32,"Bacteria","Proteobacteria","","Alphaproteobacteria","Pelagibacterales","Pelagibacteraceae","Candidatus Pelagibacter","","","Candidatus Pelagibacter"
"1061","iceslush","Proteobacteria_5217",15,"Bacteria","Proteobacteria","","Alphaproteobacteria","Pelagibacterales","Pelagibacteraceae","Candidatus Pelagibacter","","","Candidatus Pelagibacter"
"1062","blankMQ121118","Proteobacteria_5217",8,"Bacteria","Proteobacteria","","Alphaproteobacteria","Pelagibacterales","Pelagibacteraceae","Candidatus Pelagibacter","","","Candidatus Pelagibacter"
"1063","B12","Proteobacteria_5217",548,"Bacteria","Proteobacteria","","Alphaproteobacteria","Pelagibacterales","Pelagibacteraceae","Candidatus Pelagibacter","","","Candidatus Pelagibacter"
"1064","B13","Proteobacteria_5217",455,"Bacteria","Proteobacteria","","Alphaproteobacteria","Pelagibacterales","Pelagibacteraceae","Candidatus Pelagibacter","","","Candidatus Pelagibacter"
