MassFeature_Column,20ppt3C_A,20ppt3C_B,20ppt3C_C,35ppt0C_A,35ppt0C_B,35ppt0C_C,50ppt-3C_A,50ppt-3C_B,50ppt-3C_C,Ev15SW_A,Ev32Core_A,Ev32Core_B,Ev32Core_C,Ev37Core_A,Ev51Slush_A,EvXCore_A,EvXSW_A,Hero1_A,Hero1_B,Hero1_C,StaB1_A,StaB1_B,StaB1_C,StaB1_D,StaB1_E,StaB2_A,StaB2_B,StaB2_C,StaB3_A,StaB3_B,StaB3_C,StaB4_A,StaB4_B,StaB4_C,StaB5_A,StaB5_B,StaB5_C
Orotic Acid_X_HILICNeg,4984309.690492099,2662779.9628088386,2802981.1906085005,5098906.322864134,3615465.329474821,9569357.564460985,960128.1414580757,777390.8575084939,1806119.095925744,240628.92705924012,9122583.020022983,2824545.8979880894,1087082.6464557736,NA,4955570.021047847,4028665.2024692083,74927.06606086486,223347.08099925902,124694.75515230077,100272.41313443038,473131.38728496956,548926.0676544147,519443.5841264904,248077.74303407306,296773.9189231864,1425570.3547064397,901602.3716497646,1690008.8672447868,1332558.5394113,2024058.5001727983,1941498.4960395752,3450164.175338285,2767955.9429889373,2992365.514027156,2230401.09433246,2685678.846804746,3399794.267625846
PEP_X_HILICNeg,749998.3333333334,1550003.2258064516,166.66666666666669,3320209.6774193547,1231545.1612903227,2673015.3846153845,227.27272727272728,730772.4137931035,438430,89809.72222222222,820184,186734,1005908,NA,1103020,322917.7419354839,131481.4070351759,137.93103448275863,90.49773755656109,98.0392156862745,248719.35483870967,30.303030303030305,65364,87387.75510204081,39.37007874015748,73837.77777777778,64527.63636363636,601168.9473684211,475509.0909090909,94315.6862745098,879730.3102625298,127941.88679245283,870041.5094339623,238664.02439024393,192403.84615384616,238119.13043478262,1880495.3333333333
Phenylalanine_X_RP,1335807462.40794,1161323902.640249,961773753.3446362,1709945142.912241,1670052260.7275465,1833620111.5763063,767390298.2033334,658085464.6204684,1086330819.7056754,46063029.26963324,3426309124.219965,361768726.2295406,186102014.15245104,NA,313697676.41732484,1159055044.322246,21764551.520558134,17262583.36136037,33010491.888227407,25750944.90200434,138454173.55678576,135724871.71168992,168334230.6183255,54481052.82962766,81185749.52326836,247650245.8494529,169771587.20411393,262523968.5884039,248625200.53972214,347807046.525735,383320368.1056128,475387570.08414066,522689938.30268806,437533288.4218055,318261307.22581375,377673577.1797933,374418897.17727965
Phosphoglyceric Acid_X_HILICNeg,2211315,3789622.580645161,166.66666666666669,4645770.9677419355,3198666.129032258,4520491.025641025,85004.54545454546,1046324.1379310346,809652,92133.61111111111,4757200,1322870,1755868,NA,2844760,362353.22580645164,29410.552763819094,114402.75862068965,75060.6334841629,81315.6862745098,125614.51612903226,47131.51515151515,51177.333333333336,80256.2358276644,32654.33070866142,289068.8888888889,244153.81818181818,558809.4736842106,576317.7272727272,324272.54901960783,985594.7494033412,755365.283018868,1012504.9056603773,584110.9756097561,214720.1923076923,920092.1739130436,1968894.6666666667
Proline_X_HILICPos,931786600.5405768,896483849.116673,1049726943.2621181,19343835809.95846,16548299275.113937,19701088423.34879,25896840774.67256,22467209202.910862,31624705954.500717,1090259328.337678,2536806186.626229,1206466364.4268157,435291116.64929336,NA,16020052675.251543,1098631839.0566866,286145797.3873661,197175340.91249847,321992406.14400154,284812630.40085256,1307045893.6502688,1246294171.5778654,1633392699.5020354,834751120.1240656,1268362403.739848,3436125246.4302487,2247797995.429013,3592212032.753082,3099753646.7836857,4111085127.61615,4282622187.484131,7249779627.112476,7621499493.041267,6718264063.969405,5840549579.343602,6329829310.952149,6750083542.256284
Propionyl-L-carnitine_X_HILICPos,11284734.67233203,10765703.20379043,8470170.045954881,9243449.242552008,4978817.093941099,8901037.086304398,2864997.2727375263,2227399.5737071536,3097958.7630511126,1970347.428736799,60101233.568452835,19106943.214900732,14414687.480376806,NA,162178944.6444312,22499183.98343933,1623948.361150112,4979498.704944758,3160281.3702090485,3512784.700900118,1111940.478587238,1197089.1183861215,994738.2846014692,1535910.624932563,1255274.6322363897,1856727.1250688874,1129003.7260097663,1812161.7050324169,1994328.7949540059,2255674.7002215357,2043712.2885311665,6034455.801341679,6258491.387196207,5946436.823726862,6228511.36626275,6674000.147370929,4967145.967721456
Propionylglycine_X_HILICNeg,393571.6666666667,380875.8064516129,393571.6666666667,2757253.2258064514,2654953.2258064514,5431266.666666666,613229.5454545454,465208.6206896552,539642,80102.77777777778,1153480,576740,576740,NA,1441850,465112.9032258065,144909.54773869348,748217.9310344828,490912.21719457017,531821.568627451,174986.4516129032,164381.21212121213,180819.33333333334,246012.6984126984,213566.14173228346,241092.44444444444,197257.45454545456,285504.2105263158,833464.5454545454,898834.3137254901,875237.2315035799,434930.56603773584,434930.56603773584,351392.0731707317,554118.2692307692,501115.6521739131,384188.6666666667
Pyridoxal_X_RP,1129241.6318788459,997100.259859181,1459152.9911651902,2253853.3458615723,1610266.7771341219,1804622.9283672771,873729.6182127134,1562456.9083754097,1890363.516828357,63099.45166218583,12786209.937247936,2245773.928659881,1358636.7498363925,NA,2910491.1028630594,3881671.460963216,107763.89268314959,509001.8050957121,406082.57833228144,363668.10364434216,186896.15096233462,162016.08690902503,190631.38834390137,214269.8520311425,203790.8597857454,270328.2822185538,201013.08929181442,343849.3977756137,145749.64738751203,156562.27472813815,226816.97067975684,427851.2572796055,262588.12702630856,382255.16023092234,547606.7894528636,420715.4668748855,593512.8994776601
Resorcylic Acid_X_HILICNeg,122081.66666666667,213925.8064516129,401335,1026950,397098.3870967742,1308306.4102564103,180956.81818181818,137277.58620689655,159242,27.77777777777778,6704664,1502514,808096,NA,347135,147591.93548387097,50.25125628140704,49606.89655172414,32547.511312217193,35259.80392156863,367050.96774193546,10898.48484848485,89292.66666666667,16310.657596371882,14159.448818897637,86765.77777777778,46948.72727272727,254511.05263157896,446287.2727272727,40348.529411764706,491638.18615751783,222870.1886792453,570787.9245283019,1238221.3414634147,96.15384615384615,594313.0434782609,1143255.3333333333
Ribose 5 phosphate_X_HILICNeg,8005651.666666667,7576950,660608.3333333334,8214353.225806451,5734585.483870968,9125670.512820512,1238625,1386539.655172414,2038594,256892.5,15200740,4726034,3780582,NA,2469715,5274653.225806451,41426.633165829146,137.93103448275863,49751.13122171946,82670.58823529411,761298.3870967742,413095.4545454546,619997.3333333334,688602.7210884354,306834.25196850393,1282894.2222222222,1127327.2727272727,1757450.5263157897,1845140.909090909,2228894.117647059,2530371.8377088304,3539472.452830189,4047344.9056603773,3119547.56097561,3065111.5384615385,3639459.1304347827,4594342
RP B12_X_RP,166291.6666666667,200067.74193548388,178230,162075.8064516129,142977.4193548387,124879.48717948717,108593.18181818182,81217.24137931035,139726,2241.9444444444443,32284,16142,16142,NA,40355,13017.741935483871,4055.778894472362,6994.48275862069,4589.140271493213,4971.56862745098,1635.8064516129032,1536.6666666666667,1690.3333333333333,2299.7732426303855,1996.4566929133857,2253.777777777778,1844,2668.947368421053,1999.5454545454543,2156.372549019608,2099.761336515513,3387.9245283018868,3387.9245283018868,2737.19512195122,4316.346153846153,3903.4782608695655,2992.6666666666665
Serine_X_HILICPos,49762008.75159103,49740979.99950006,39286737.98164436,130765100.47079344,99843045.43850058,95436410.57237414,53912578.503729366,63506801.80099533,59911485.56261589,4388505.32536887,178494672.53738797,43408824.50281666,30243394.444878485,NA,63858768.19711048,61299234.20166803,3508325.6553558237,14444227.818152104,7443971.289425843,8417000.828458406,10841670.460177487,8676876.812235458,13613822.664810864,11357366.311762238,9555437.632811682,18547104.942385387,12815998.35516553,18985393.86272783,21309508.696930435,19696946.319040447,25103801.590097137,41856538.04033857,40071570.636057496,37234251.13377995,39205622.25321385,31036006.657708697,38661008.51916962
Stachydrine hydrochloride_X_HILICPos,22202798.333333336,21268179.032258064,21115828.333333336,29912622.580645163,25187962.903225806,25742289.743589744,21492547.727272727,20358886.206896555,28367828,15387854.444444444,1226463616,177173920,66414160,NA,60369250,197967445.16129032,18962566.834170856,39355591.72413793,39479109.50226244,55385439.21568628,24200885.16129032,17343690.90909091,40245408,19533828.57142857,23838096.062992126,21954616.888888888,12811328,25986536.842105266,15074634.999999998,16256959.31372549,15830165.632458232,34636080.754716985,34636080.754716985,27983418.902439024,44127699.038461536,39906788.69565218,30595204.666666668
